ID,utterance,annotation-charlie,annotation-morgane,list-ID
5,c'est mon c'est yyy yyy coupe mon yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
5,c'est mon c'est yyy yyy coupe mon yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
6,c'est c'était bon le le . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
6,c'est c'était bon le le . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
7,toi vas manger le gâteau yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
7,toi vas manger le gâteau yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
8,moi yyy xxx mange mon gâteau . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
8,moi yyy xxx mange mon gâteau . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
9,[quote] le dix neuf août deux mille huit .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
9,[quote] le dix neuf août deux mille huit .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
10,moi sais couper mon gâteau . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
10,moi sais couper mon gâteau . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
11,moi yyy zə mange comme ça . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
11,moi yyy zə mange comme ça . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
12,moi je mange comme ça .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
12,moi je mange comme ça .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
13,ça c'est du pain . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
13,ça c'est du pain . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
14,hum hum .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
14,hum hum .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
15,mmh c'est bon ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
15,mmh c'est bon ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
16,ça c'est bon . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
16,ça c'est bon . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
17,\<None\> \<None\> toi veux manger le gâteau ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
17,\<None\> \<None\> toi veux manger le gâteau ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
18,merci .,"[NULL,NULL,NULL]","[PAR-Response:Non-answer:declarative,NULL,NULL]",1
18,merci .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
19,mmh c'est très bon ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
19,mmh c'est très bon ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
20,c'est toi qui l'as fait ? [media],"[NULL,NULL,NULL]","[PAR-Response:Non-answer:declarative,NULL,NULL]",1
20,c'est toi qui l'as fait ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
21,ouais . [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1
21,ouais . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
22,qu'est-ce que tu as mis dedans ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
22,qu'est-ce que tu as mis dedans ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
23,yyy du chocolat .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
23,yyy du chocolat .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
24,ah bon !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
24,ah bon !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
25,alors elles ont fini de manger tes poupées ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
25,alors elles ont fini de manger tes poupées ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
26,le yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
26,le yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
27,ə peut ouvrir ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response,NULL]",1
27,ə peut ouvrir ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
28,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
28,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
29,allez Kiki ! [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1
29,allez Kiki ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
30,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
30,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
31,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
31,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
32,qu'est-c que c'est ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
32,qu'est-c que c'est ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
33,un chocolat ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
33,un chocolat ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
34,c'est pour moi ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
34,c'est pour moi ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
35,mange avec Anaé . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
35,mange avec Anaé . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
36,0. mmh \<None\> c'est très bon . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
36,0. mmh \<None\> c'est très bon . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
37,à moi !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
37,à moi !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
38,à poupée ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
38,à poupée ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
39,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
39,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
40,[quote] tu voudras qu'on retourne à la piscine demain ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
40,[quote] tu voudras qu'on retourne à la piscine demain ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
41,c'est bon ? [media],"[CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response,NULL]","[CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response,NULL]",1
41,c'est bon ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
42,il ja mangé deux ! [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1
42,il ja mangé deux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
43,ah bon .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
43,ah bon .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
44,va manger un bout . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
44,va manger un bout . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
45,ə enlever la peau ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response,NULL]",1
45,ə enlever la peau ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
46,la peau de yyy yyy . [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1
46,la peau de yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
47,veux encore un gâteau maman ? [media],"[CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response,NULL]","[CHI-Follow-up:Followup-question,CHI-Initiation:Information-seeking:fact-based,Complex-long]",1
47,veux encore un gâteau maman ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
48,veux enc aïe ! [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[NULL,NULL,NULL]",1
48,veux enc aïe ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
49,c'est rien c'est rien .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
49,c'est rien c'est rien .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
50,xxx ça c'est du chocolat . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
50,xxx ça c'est du chocolat . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
51,hum .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
51,hum .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
52,veux manger ? [media],"[CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
52,veux manger ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
53,tu veux manger ? [media],"[CHI-Follow-up:Re-ask-initial-question,CHI-Initiation:Information-seeking:fact-based,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
53,tu veux manger ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
54,c'est un croissant ! [media],"[PAR-Response:Non-answer:declarative,NULL,NULL]","[PAR-Response:Non-answer:declarative,NULL,NULL]",1
54,c'est un croissant ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
55,un croissant .,"[CHI-Follow-up:Repeat-answer,NULL,NULL]","[CHI-Follow-up:Repeat-answer,NULL,NULL]",1
55,un croissant .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
56,0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
56,0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
57,mange . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
57,mange . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
58,merci mmh mmh très bon . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
58,merci mmh mmh très bon . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
59,c'est toi qui l'a fais ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
59,c'est toi qui l'a fais ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
60,ou tu l'as acheté à la boulangerie ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
60,ou tu l'as acheté à la boulangerie ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
61,mmh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
61,mmh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
62,c'est bon le croissant . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
62,c'est bon le croissant . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
63,maman voir les lunettes à toi . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
63,maman voir les lunettes à toi . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
64,non non non tu me les donnes mes lunettes si_il_te_plaît . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
64,non non non tu me les donnes mes lunettes si_il_te_plaît . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
65,donne les à maman . il faut pas jouer avec . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
65,donne les à maman . il faut pas jouer avec . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
66,non . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
66,non . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
67,tu vois elles sont dedans . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
67,tu vois elles sont dedans . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
68,tu risques de les casser .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
68,tu risques de les casser .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
69,donne à maman .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
69,donne à maman .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
70,tu me donnes ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
70,tu me donnes ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
71,donne . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
71,donne . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
72,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
72,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
73,hop . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
73,hop . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
74,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
74,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
75,et regarde il y a ta poupée qui a faim là-bas elle a faim ta poupée .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
75,et regarde il y a ta poupée qui a faim là-bas elle a faim ta poupée .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
76,vite vite elle a faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
76,vite vite elle a faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
77,non c'est à moi ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
77,non c'est à moi ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
78,xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
78,xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
79,qu'est-c que c'est ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
79,qu'est-c que c'est ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
80,ukulélé . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
80,ukulélé . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
81,un ukulélé ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
81,un ukulélé ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
82,ukulélé Anaé . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
82,ukulélé Anaé . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
83,tu fais de la musique ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
83,tu fais de la musique ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
84,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
84,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
85,0. qu'est-ce que tu chantes comme chanson ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
85,0. qu'est-ce que tu chantes comme chanson ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
86,et ça c'est yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
86,et ça c'est yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
87,yyy ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
87,yyy ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
88,hum . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
88,hum . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
89,tu chantes le lion est mort ce soir ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
89,tu chantes le lion est mort ce soir ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
90,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
90,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
91,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
91,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
92,et les \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
92,et les \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
93,autres . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
93,autres . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
94,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
94,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
95,lion il dort . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
95,lion il dort . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
96,[quote] le \<interruption\>,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
96,[quote] le \<interruption\>,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
97,oui . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
97,oui . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
98,le lion \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
98,le lion \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
99,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
99,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
100,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
100,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
101,viens ma \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
101,viens ma \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
102,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
102,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
103,le \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
103,le \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
104,[quote] lion . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
104,[quote] lion . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
105,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
105,\<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
106,ce \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
106,ce \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
107,[quote] soir ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
107,[quote] soir ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
108,oh_wimbowe \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
108,oh_wimbowe \<None\> ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
109,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
109,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
110,oh_wimbowe \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
110,oh_wimbowe \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
111,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
111,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
112,0. et qu'est-ce que tu connais d' autre ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
112,0. et qu'est-ce que tu connais d' autre ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
113,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
113,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
114,oh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
114,oh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
115,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
115,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
116,qu'est-ce que c'est ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
116,qu'est-ce que c'est ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
117,[quote] yyy .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
117,[quote] yyy .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
118,ça c'est a glace . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
118,ça c'est a glace . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
119,hum . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
119,hum . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
120,yyy la glace . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
120,yyy la glace . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
121,moi je suis la la fille ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
121,moi je suis la la fille ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
122,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
122,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
123,qu'est-ce que tu fais ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
123,qu'est-ce que tu fais ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
124,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
124,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
125,hum ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
125,hum ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
126,0. canard canard ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
126,0. canard canard ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
127,veux canard moi . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
127,veux canard moi . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
128,veux le canard . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
